# dn, free_energy
-1  -2.31716    -0.75   -1.56716
-0.9  -2.11297    -0.67875   -1.43422
-0.8  -1.92479    -0.615   -1.30979
-0.7  -1.75273    -0.55875   -1.19398
-0.6  -1.59692    -0.51   -1.08692
-0.5  -1.45749    -0.46875   -0.988739
-0.4  -1.3346    -0.435   -0.899603
-0.3  -1.22845    -0.40875   -0.819699
-0.2  -1.13925    -0.39   -0.749248
-0.1  -1.06726    -0.37875   -0.688507
