# dn, free_energy
0.1  -1.01025    -0.02525   -0.985005
0.21  -1.00864    -0.0261025   -0.982536
0.22  -1.00855    -0.02621   -0.982342
0.23  -1.00848    -0.0263225   -0.982154
0.24  -1.00841    -0.02644   -0.981971
0.25  -1.00835    -0.0265625   -0.981792
0.26  -1.00831    -0.02669   -0.981619
0.27  -1.00827    -0.0268225   -0.981451
0.28  -1.00825    -0.02696   -0.981288
0.29  -1.00823    -0.0271025   -0.981131
0.3  -1.00823    -0.02725   -0.980978
0.31  -1.00823    -0.0274025   -0.980831
0.32  -1.00825    -0.02756   -0.980688
0.33  -1.00827    -0.0277225   -0.980551
0.34  -1.00831    -0.02789   -0.980419
0.35  -1.00835    -0.0280625   -0.980292
0.36  -1.00841    -0.02824   -0.98017
0.37  -1.00848    -0.0284225   -0.980054
0.38  -1.00855    -0.02861   -0.979942
0.39  -1.00864    -0.0288025   -0.979836
0.4  -1.00873    -0.029   -0.979734
0.41  -1.00884    -0.0292025   -0.979638
0.42  -1.00896    -0.02941   -0.979547
0.43  -1.00908    -0.0296225   -0.979461
0.44  -1.00922    -0.02984   -0.979381
0.45  -1.00937    -0.0300625   -0.979305
0.46  -1.00952    -0.03029   -0.979235
0.47  -1.00969    -0.0305225   -0.979169
0.48  -1.00987    -0.03076   -0.979109
0.49  -1.01006    -0.0310025   -0.979054
0.5  -1.01025    -0.03125   -0.979004
0.51  -1.01046    -0.0315025   -0.978959
0.52  -1.01068    -0.03176   -0.97892
0.53  -1.01091    -0.0320225   -0.978885
0.54  -1.01115    -0.03229   -0.978856
0.55  -1.01139    -0.0325625   -0.978832
0.56  -1.01165    -0.03284   -0.978813
0.57  -1.01192    -0.0331225   -0.978799
0.58  -1.0122    -0.03341   -0.97879
0.59  -1.01249    -0.0337025   -0.978786
0.6  -1.01279    -0.034   -0.978787
0.61  -1.0131    -0.0343025   -0.978794
0.62  -1.01342    -0.03461   -0.978806
0.63  -1.01375    -0.0349225   -0.978823
0.64  -1.01408    -0.03524   -0.978845
0.65  -1.01443    -0.0355625   -0.978872
0.66  -1.01479    -0.03589   -0.978904
0.67  -1.01516    -0.0362225   -0.978941
0.68  -1.01554    -0.03656   -0.978984
0.69  -1.01593    -0.0369025   -0.979032
0.7  -1.01633    -0.03725   -0.979084
