# dn, free_energy
0.1  -0.988058    -0.2525   -0.735558
0.21  -0.974051    -0.261025   -0.713026
0.22  -0.97347    -0.2621   -0.71137
0.23  -0.973005    -0.263225   -0.70978
0.24  -0.972656    -0.2644   -0.708256
0.25  -0.972424    -0.265625   -0.706799
0.26  -0.972308    -0.2669   -0.705408
0.27  -0.972309    -0.268225   -0.704084
0.28  -0.972427    -0.2696   -0.702827
0.29  -0.972663    -0.271025   -0.701638
0.3  -0.973015    -0.2725   -0.700515
0.31  -0.973486    -0.274025   -0.699461
0.32  -0.974074    -0.2756   -0.698474
0.33  -0.97478    -0.277225   -0.697555
0.34  -0.975604    -0.2789   -0.696704
0.35  -0.976547    -0.280625   -0.695922
0.36  -0.977608    -0.2824   -0.695208
0.37  -0.978789    -0.284225   -0.694564
0.38  -0.980088    -0.2861   -0.693988
0.39  -0.981507    -0.288025   -0.693482
0.4  -0.983045    -0.29   -0.693045
0.41  -0.984704    -0.292025   -0.692679
0.42  -0.986482    -0.2941   -0.692382
0.43  -0.988381    -0.296225   -0.692156
0.44  -0.990401    -0.2984   -0.692001
0.45  -0.992541    -0.300625   -0.691916
0.46  -0.994802    -0.3029   -0.691902
0.47  -0.997186    -0.305225   -0.691961
0.48  -0.99969    -0.3076   -0.69209
0.49  -1.00232    -0.310025   -0.692292
0.5  -1.00507    -0.3125   -0.692567
0.51  -1.00794    -0.315025   -0.692914
0.52  -1.01093    -0.3176   -0.693334
0.53  -1.01405    -0.320225   -0.693827
0.54  -1.01729    -0.3229   -0.694394
0.55  -1.02066    -0.325625   -0.695035
0.56  -1.02415    -0.3284   -0.695751
0.57  -1.02777    -0.331225   -0.696541
0.58  -1.03151    -0.3341   -0.697406
0.59  -1.03537    -0.337025   -0.698348
0.6  -1.03936    -0.34   -0.699365
0.61  -1.04349    -0.343025   -0.700469
0.62  -1.04777    -0.3461   -0.701674
0.63  -1.0522    -0.349225   -0.702977
0.64  -1.05678    -0.3524   -0.70438
0.65  -1.06151    -0.355625   -0.705882
0.66  -1.06638    -0.3589   -0.707483
0.67  -1.07141    -0.362225   -0.709183
0.68  -1.07658    -0.3656   -0.710982
0.69  -1.0819    -0.369025   -0.71288
0.7  -1.08738    -0.3725   -0.714876
