# dn, free_energy
0.1  -0.976217    -0.37875   -0.597467
0.21  -0.957227    -0.391537   -0.56569
0.22  -0.95663    -0.39315   -0.56348
0.23  -0.956223    -0.394838   -0.561386
0.24  -0.956008    -0.3966   -0.559408
0.25  -0.955986    -0.398438   -0.557548
0.26  -0.956157    -0.40035   -0.555807
0.27  -0.956522    -0.402338   -0.554185
0.28  -0.957082    -0.4044   -0.552682
0.29  -0.957838    -0.406537   -0.551301
0.3  -0.958791    -0.40875   -0.550041
0.31  -0.959941    -0.411037   -0.548904
0.32  -0.96129    -0.4134   -0.54789
0.33  -0.962839    -0.415838   -0.547002
0.34  -0.964589    -0.41835   -0.546239
0.35  -0.96654    -0.420937   -0.545602
0.36  -0.968694    -0.4236   -0.545094
0.37  -0.971052    -0.426337   -0.544715
0.38  -0.973616    -0.42915   -0.544466
0.39  -0.976386    -0.432038   -0.544349
0.4  -0.979365    -0.435   -0.544365
0.41  -0.982578    -0.438037   -0.54454
0.42  -0.986052    -0.44115   -0.544902
0.43  -0.989787    -0.444337   -0.54545
0.44  -0.993783    -0.4476   -0.546183
0.45  -0.998039    -0.450938   -0.547101
0.46  -1.00255    -0.45435   -0.548205
0.47  -1.00733    -0.457837   -0.549493
0.48  -1.01237    -0.4614   -0.550967
0.49  -1.01766    -0.465037   -0.552624
0.5  -1.02322    -0.46875   -0.554467
0.51  -1.02903    -0.472538   -0.556494
0.52  -1.0351    -0.4764   -0.558705
0.53  -1.04144    -0.480338   -0.5611
0.54  -1.04803    -0.48435   -0.56368
0.55  -1.05488    -0.488438   -0.566443
0.56  -1.06199    -0.4926   -0.569391
0.57  -1.06936    -0.496837   -0.572523
0.58  -1.07699    -0.50115   -0.575838
0.59  -1.08487    -0.505537   -0.579337
0.6  -1.09302    -0.51   -0.583021
0.61  -1.10143    -0.514537   -0.586888
0.62  -1.11009    -0.51915   -0.590938
0.63  -1.11901    -0.523838   -0.595173
0.64  -1.12819    -0.5286   -0.599591
0.65  -1.13763    -0.533438   -0.604194
0.66  -1.14733    -0.53835   -0.608979
0.67  -1.15729    -0.543338   -0.613949
0.68  -1.1675    -0.5484   -0.619102
0.69  -1.17798    -0.553537   -0.624438
0.7  -1.18871    -0.55875   -0.629959
