# dn, free_energy
0.1  -0.982092    -0.315625   -0.666467
0.21  -0.965407    -0.326281   -0.639126
0.22  -0.964791    -0.327625   -0.637166
0.23  -0.964327    -0.329031   -0.635296
0.24  -0.964015    -0.3305   -0.633515
0.25  -0.963856    -0.332031   -0.631825
0.26  -0.963849    -0.333625   -0.630224
0.27  -0.963996    -0.335281   -0.628715
0.28  -0.964297    -0.337   -0.627297
0.29  -0.964752    -0.338781   -0.62597
0.3  -0.965361    -0.340625   -0.624736
0.31  -0.966125    -0.342531   -0.623594
0.32  -0.967045    -0.3445   -0.622545
0.33  -0.968122    -0.346531   -0.62159
0.34  -0.969354    -0.348625   -0.620729
0.35  -0.970744    -0.350781   -0.619962
0.36  -0.972291    -0.353   -0.619291
0.37  -0.973996    -0.355281   -0.618715
0.38  -0.97586    -0.357625   -0.618235
0.39  -0.977883    -0.360031   -0.617852
0.4  -0.980067    -0.3625   -0.617567
0.41  -0.98241    -0.365031   -0.617379
0.42  -0.984915    -0.367625   -0.61729
0.43  -0.987581    -0.370281   -0.6173
0.44  -0.99041    -0.373   -0.61741
0.45  -0.993402    -0.375781   -0.617621
0.46  -0.996558    -0.378625   -0.617933
0.47  -0.999879    -0.381531   -0.618347
0.48  -1.00336    -0.3845   -0.618865
0.49  -1.00703    -0.387531   -0.619503
0.5  -1.01091    -0.390625   -0.620282
0.51  -1.01498    -0.393781   -0.6212
0.52  -1.01926    -0.397   -0.622257
0.53  -1.02373    -0.400281   -0.623453
0.54  -1.02841    -0.403625   -0.624789
0.55  -1.03329    -0.407031   -0.626263
0.56  -1.03838    -0.4105   -0.627876
0.57  -1.04366    -0.414031   -0.629629
0.58  -1.04914    -0.417625   -0.631519
0.59  -1.05483    -0.421281   -0.633549
0.6  -1.06072    -0.425   -0.635717
0.61  -1.0668    -0.428781   -0.638023
0.62  -1.07309    -0.432625   -0.640468
0.63  -1.07958    -0.436531   -0.643051
0.64  -1.08627    -0.4405   -0.645773
0.65  -1.09316    -0.444531   -0.648633
0.66  -1.10026    -0.448625   -0.651631
0.67  -1.10755    -0.452781   -0.654767
0.68  -1.11504    -0.457   -0.658042
0.69  -1.12274    -0.461281   -0.661454
0.7  -1.13063    -0.465625   -0.665005
