# dn, free_energy
0.1  -0.735558
0.2  -0.714748
0.3  -0.700515
0.4  -0.693045
0.5  -0.692567
0.51  -0.692914
0.52  -0.693334
0.53  -0.693827
0.54  -0.694394
0.55  -0.695035
0.56  -0.695751
0.57  -0.696541
0.58  -0.697406
0.59  -0.698348
0.6  -0.699365
0.61  -0.700469
0.62  -0.701671
0.63  -0.702979
0.64  -0.704383
0.65  -0.705882
0.66  -0.707475
0.67  -0.70918
0.68  -0.710977
0.69  -0.712882
0.7  -0.714884
0.71  -0.71698
0.72  -0.719173
0.73  -0.721456
0.74  -0.723832
0.75  -0.726331
0.76  -0.72893
0.78  -0.734391
0.8  -0.740269
0.9  -0.77553
1  -0.820595
