# U,mu,ntotal-2,ms,ms1-ms,dn,dn1-dn
0.1  0.05   0    0    0    0.592203    -3.09219e-07
0.2  0.05   0    0    0    0.576499    -8.38962e-08
0.3  0.05   0    0    0    0.560822    -3.25742e-07
0.4  0.05   0    0    0    0.54524    -8.7869e-07
0.5  0.05   0    0    0    0.529818    2.06186e-10
0.6  0.05   0    0    0    0.51461    7.46209e-10
0.7  0.05   0    0    0    0.499671    2.23866e-09
0.8  0.0940363   0    0    0    0.485045    -6.17993e-07
0.9  0.161872   0    0    0    0.470772    -4.41434e-07
1  0.228462   0    0    0    0.456883    4.73389e-07
1.2  0.358216   0    0    0    0.430345    2.71588e-07
1.3  0.42154   0    0    0    0.417726    3.35874e-07
1.4  0.483928   0    0    0    0.405551    2.80666e-07
1.5  0.545635   0    0    0    0.393821    5.17387e-11
1.6  0.598131   3.88889e-05    0    0    0.380432    1.90969e-06
1.7  0.645489   -5.55556e-06    0    0    0.366374    -4.48747e-09
1.8  0.692954   -5.55556e-06    0    0    0.353378    -6.11498e-06
1.9  0.74082   1.66667e-05    0    0    0.34125    1.12007e-07
2  0.788775   -5.55556e-06    0    0    0.329977    -1.86285e-07
2.1  0.837105   -5.55556e-06    0    0    0.319444    5.54499e-06
2.2  0.88525   -5.55556e-06    0    0    0.309513    -1.43814e-10
2.3  0.934014   1.66667e-05    0    0    0.300206    8.55382e-08
2.4  0.982581   1.66667e-05    0    0    0.29142    1.76446e-05
2.5  1.03126   -5.55556e-06    0    0    0.283148    -2.86627e-06
2.6  1.08038   -5.55556e-06    0    0    0.275313    -2.91374e-06
2.7  1.12953   1.66667e-05    0    0    0.268032    2.38738e-06
2.9  1.22708   -2.77778e-05    0    0    0.254236    -5.12063e-07
