# U,mu,ntotal-2,ms,ms1-ms,dn,dn1-dn
4.1  1.97983   0    0    0    0.209652    1.47668e-09
4.2  2.03205   0    0    0    0.205661    -1.19321e-07
4.3  2.08409   0    0    0    0.201808    -1.19291e-07
4.4  2.13587   0    0    0    0.198088    2.49802e-07
4.5  2.18764   0    0    0    0.194493    -6.66528e-10
4.6  2.23937   0    0    0    0.191018    9.76469e-07
4.7  2.29112   0    0    0    0.187657    -1.40017e-10
4.8  2.34259   0    0    0    0.184406    -2.5642e-09
5  2.44554   0    0    0    0.178213    -4.27842e-11
5.1  2.49691   0    0    0    0.175261    -3.09094e-06
5.2  2.54837   0    0    0    0.172401    -1.73742e-11
5.3  2.59995   0    0    0    0.169628    -3.06043e-08
5.4  2.64951   1.66667e-05    0    0    0.166875    -5.63812e-06
5.5  2.69898   -5.55556e-06    0    0    0.164105    2.60959e-06
5.6  2.74825   -5.55556e-06    0    0    0.161486    2.04648e-08
