# U,mu,ntotal-2,ms,ms1-ms,dn,dn1-dn
3.7  1.77029   0    0    0    0.227143    -1.95774e-07
3.8  1.82294   0    0    0    0.222526    -4.19547e-11
3.9  1.87529   0    0    0    0.218077    3.3176e-10
4  1.92765   0    0    0    0.213788    2.07665e-10
4.1  1.9803   0    0    0    0.209652    -6.52713e-11
4.2  2.03202   0    0    0    0.205661    -1.36582e-07
4.3  2.08421   0    0    0    0.201808    -2.39237e-09
4.4  2.13657   0    0    0    0.198088    -4.07659e-09
4.5  2.18764   0    0    0    0.194493    2.31802e-09
4.6  2.23951   0    0    0    0.191018    -5.95362e-07
4.7  2.28949   1.66667e-05    0    0    0.18752    -5.61917e-06
4.8  2.33856   1.66667e-05    0    0    0.184096    2.65438e-06
5  2.43709   -5.55556e-06    0    0    0.177545    -5.17928e-06
5.1  2.48639   -5.55556e-06    0    0    0.174444    -3.09364e-08
5.2  2.53579   -5.55556e-06    0    0    0.171436    8.46053e-10
5.3  2.58521   -5.55556e-06    0    0    0.168554    4.07523e-06
5.4  2.6346   -5.55556e-06    0    0    0.165779    -5.52603e-06
5.5  2.68387   -2.77778e-05    0    0    0.163092    -4.90159e-06
5.6  2.73353   1.66667e-05    0    0    0.160449    4.65278e-08
