# U,mu,ntotal-2,ms,ms1-ms,dn,dn1-dn
0.05  0.196066   0    0    0    0.600045    6.01737e-07
0.1  0.196066   0    0    0    0.592203    -2.25876e-09
0.2  0.196066   0    0    0    0.576499    -8.38994e-08
0.3  0.196066   0    0    0    0.560822    -3.25742e-07
0.4  0.196066   0    0    0    0.54524    -8.7869e-07
0.5  0.196066   0    0    0    0.529818    2.06186e-10
0.6  0.196066   0    0    0    0.51461    7.46209e-10
0.7  0.196066   0    0    0    0.499671    2.23866e-09
0.8  0.196066   0    0    0    0.485046    5.83025e-09
0.9  0.196066   0    0    0    0.470772    1.35829e-08
1  0.228474   0    0    0    0.456882    -5.91935e-07
1.2  0.358219   0    0    0    0.430344    -9.22702e-07
1.3  0.421537   0    0    0    0.417726    -2.86721e-07
1.4  0.483908   0    0    0    0.405551    3.00877e-08
1.5  0.545423   0    0    0    0.393821    -8.93491e-08
1.6  0.606082   0    0    0    0.382535    -7.13335e-08
1.7  0.665994   0    0    0    0.371686    -1.45561e-07
1.8  0.72585   0    0    0    0.361267    1.81573e-10
1.9  0.783746   0    0    0    0.351266    1.48641e-08
2  0.84169   0    0    0    0.341672    4.60145e-08
2.1  0.899143   0    0    0    0.332472    6.48992e-07
2.2  0.947857   -5.55556e-06    0    0    0.321942    -1.40461e-06
2.3  0.995538   -5.55556e-06    0    0    0.311915    -1.02836e-05
2.4  1.04361   -5.55556e-06    0    0    0.302396    -2.6684e-05
